price,brand,model,year,mileage,color,state
29000,buick,door,2017,17940,green,illinois
23402,ford,flex,2019,17417,gray,michigan
13300,kia,door,2017,37125,no_color,connecticut
19700,bmw,x3,2017,61428,black,wisconsin
23211,ford,flex,2019,17025,black,michigan
15500,kia,sorento,2017,37668,red,connecticut
18111,ford,fusion,2019,15805,black,michigan
21500,kia,sorento,2017,43761,gray,connecticut
25511,ford,mustang,2019,11342,gray,michigan
17700,chevrolet,equinox,2017,35664,blue,wisconsin
28000,chevrolet,cutaway,2017,12780,white,illinois
14000,chevrolet,door,2017,38458,blue,wisconsin
21700,chevrolet,door,2017,34420,silver,wisconsin
13500,chevrolet,door,2017,46497,white,wisconsin
35500,chevrolet,1500,2017,21268,no_color,wisconsin
29500,chevrolet,1500,2017,31029,red,wisconsin
25300,chevrolet,1500,2017,40878,no_color,wisconsin
21500,chevrolet,1500,2016,20270,silver,new jersey
25900,chevrolet,door,2016,32984,blue,wisconsin
35300,chevrolet,door,2016,75506,black,wisconsin
13500,chevrolet,door,2016,39951,red,wisconsin
62000,chevrolet,corvette,2016,19403,white,illinois
46000,chevrolet,corvette,2016,4445,black,illinois
9000,chevrolet,malibu,2016,67527,gray,wisconsin
25900,chevrolet,door,2016,33588,white,wisconsin
25800,chevrolet,door,2016,10103,no_color,wisconsin
17000,chevrolet,door,2016,26474,gray,wisconsin
12800,chevrolet,door,2016,40253,white,wisconsin
47400,chevrolet,3500,2016,39624,red,wisconsin
24400,chevrolet,door,2016,48705,gray,wisconsin
17100,chevrolet,trax,2016,19659,white,wisconsin
7400,chevrolet,door,2015,91299,no_color,wisconsin
33100,chevrolet,door,2015,81614,gold,wisconsin
22000,chevrolet,trax,2020,179,gray,california
35000,chevrolet,1500,2019,5523,no_color,california
16500,chevrolet,equinox,2019,29841,silver,california
35300,chevrolet,1500,2019,8516,silver,california
26900,chevrolet,traverse,2018,42941,black,missouri
11600,chevrolet,trax,2017,27498,black,california
28100,chevrolet,1500,2017,31141,silver,california
27700,chevrolet,1500,2017,20784,white,california
17700,chevrolet,passenger,2017,52667,white,california
16600,chevrolet,volt,2017,26003,no_color,california
63200,chevrolet,corvette,2016,4266,red,california
36800,chevrolet,door,2015,32332,white,california
19500,chevrolet,passenger,2018,44333,white,texas
38800,chevrolet,tahoe,2019,36198,blue,oklahoma
37500,chevrolet,tahoe,2019,33331,silver,oklahoma
35000,chevrolet,suburban,2019,43082,gray,oklahoma
31100,chevrolet,camaro,2019,24561,gray,oklahoma
22600,chevrolet,van,2019,13485,white,oklahoma
22400,chevrolet,van,2019,15524,white,oklahoma
22700,chevrolet,van,2019,8996,white,oklahoma
13700,chevrolet,malibu,2019,47282,silver,oklahoma
37100,chevrolet,suburban,2019,34470,black,oklahoma
18500,chevrolet,colorado,2018,87264,green,oregon
18300,chevrolet,2500,2017,114344,white,oregon
19000,chevrolet,2500,2017,111635,white,oregon
18500,chevrolet,1500,2017,103955,white,oregon
22500,chevrolet,door,2016,66640,white,oregon
14500,chevrolet,door,2014,122018,white,oregon
32800,chevrolet,tahoe,2018,46915,gray,oklahoma
12300,chevrolet,malibu,2018,53599,black,oklahoma
19600,chevrolet,1500,2018,41672,gray,oklahoma
13600,chevrolet,malibu,2018,36047,white,oklahoma
7200,chevrolet,spark,2018,42561,red,oklahoma
19900,chevrolet,1500,2018,40345,white,oklahoma
13000,chevrolet,malibu,2018,41751,gray,oklahoma
19700,chevrolet,door,2016,27593,white,oklahoma
9400,chevrolet,door,2017,24009,blue,oklahoma
23800,chevrolet,1500,2017,85697,white,oklahoma
17700,chevrolet,equinox,2019,25223,white,new york
17000,chevrolet,door,2015,27927,white,oklahoma
14000,chevrolet,door,2014,135127,red,florida
32100,chevrolet,2500,2018,55532,white,pennsylvania
33100,chevrolet,2500,2019,72172,white,pennsylvania
31600,chevrolet,2500,2018,57751,white,pennsylvania
5100,chevrolet,door,2013,96314,gray,pennsylvania
4100,chevrolet,door,2013,89152,blue,pennsylvania
7200,chevrolet,door,2014,114660,silver,texas
12800,chevrolet,1500,2014,177322,white,texas
46800,chevrolet,1500,2019,36423,gray,nebraska
21800,chevrolet,van,2019,23759,white,missouri
3000,chevrolet,door,2013,120667,gray,texas
22500,chevrolet,colorado,2017,65344,red,indiana
35300,chevrolet,suburban,2018,51347,black,missouri
16500,chevrolet,volt,2017,52322,black,oklahoma
33000,chevrolet,door,2017,67620,black,missouri
31500,chevrolet,1500,2017,59965,black,missouri
34500,chevrolet,1500,2017,28739,silver,missouri
8000,chevrolet,trax,2016,77429,silver,west virginia
25000,chevrolet,1500,2017,20847,white,west virginia
10700,chevrolet,trax,2016,44280,red,west virginia
13400,chevrolet,door,2016,86031,silver,west virginia
16500,chevrolet,equinox,2019,7622,gold,west virginia
34000,chevrolet,traverse,2019,8067,white,west virginia
14100,chevrolet,trax,2018,16502,white,west virginia
38600,chevrolet,1500,2019,20681,black,west virginia
9100,chevrolet,door,2016,54655,blue,missouri
8600,chevrolet,door,2016,57825,blue,missouri
22000,chevrolet,door,2016,58856,white,oklahoma
8900,chevrolet,colorado,2015,85072,white,west virginia
15500,chevrolet,door,2015,79506,red,west virginia
3300,chevrolet,door,2015,85301,silver,west virginia
29000,chevrolet,1500,2015,69377,brown,missouri
17300,chevrolet,equinox,2020,15577,black,nevada
30500,chevrolet,traverse,2020,23470,silver,nevada
25000,chevrolet,impala,2020,18715,silver,nevada
2800,chevrolet,cruze,2012,61258,white,illinois
3300,chevrolet,door,2012,131791,no_color,illinois
36400,chevrolet,suburban,2019,35705,silver,nevada
34800,chevrolet,suburban,2019,48982,silver,nevada
20700,chevrolet,ld,2019,33745,white,nevada
32200,chevrolet,suburban,2019,42267,silver,nevada
35300,chevrolet,tahoe,2019,46863,black,nevada
33500,chevrolet,suburban,2019,36443,white,nevada
13700,chevrolet,impala,2019,14939,blue,nevada
15900,chevrolet,malibu,2019,22026,black,nevada
33200,chevrolet,suburban,2019,38278,black,nevada
35500,chevrolet,suburban,2019,46149,silver,nevada
29800,chevrolet,suburban,2018,48427,silver,nevada
29800,chevrolet,suburban,2018,48807,gray,nevada
29500,chevrolet,suburban,2018,52618,silver,nevada
30300,chevrolet,suburban,2018,46494,white,nevada
24300,chevrolet,1500,2018,56296,black,new york
29800,chevrolet,suburban,2017,33909,silver,nevada
29800,chevrolet,suburban,2017,33028,white,nevada
27500,chevrolet,camaro,2016,44653,white,nevada
10800,chevrolet,door,2017,80516,gray,new jersey
11500,chevrolet,van,2017,105151,white,new jersey
10400,chevrolet,van,2017,78368,white,new jersey
11400,chevrolet,equinox,2018,78956,white,florida
11400,chevrolet,equinox,2018,88564,white,florida
8000,chevrolet,door,2015,78800,white,nevada
3000,chevrolet,door,2012,111856,white,california
25000,chevrolet,door,2015,80946,black,nevada
12300,chevrolet,traverse,2017,83168,gray,new york
14100,chevrolet,traverse,2017,58606,white,new york
9000,chevrolet,van,2014,82020,white,nevada
4200,chevrolet,door,2014,102500,black,nevada
22500,chevrolet,van,2019,8150,white,texas
22600,chevrolet,van,2019,6159,white,texas
22600,chevrolet,van,2019,5938,white,texas
22500,chevrolet,van,2019,9019,white,texas
10200,chevrolet,malibu,2018,45836,white,texas
42700,chevrolet,3500,2016,60215,white,texas
21200,chevrolet,tahoe,2015,125507,white,texas
22700,chevrolet,door,2016,90944,white,texas
22000,chevrolet,tahoe,2015,82785,gray,texas
9600,chevrolet,1500,2014,150525,white,texas
10500,chevrolet,door,2013,112267,silver,texas
6700,chevrolet,door,2013,139394,white,texas
14200,chevrolet,door,2013,82543,black,texas
15500,chevrolet,equinox,2019,13532,white,florida
35100,chevrolet,1500,2018,14751,blue,kansas
26300,chevrolet,camaro,2018,11150,gray,kansas
15700,chevrolet,colorado,2016,91248,white,new jersey
17600,chevrolet,1500,2016,65336,white,new jersey
18600,chevrolet,1500,2016,48974,white,new jersey
19100,chevrolet,1500,2016,40011,white,new jersey
15200,chevrolet,equinox,2019,37444,black,north carolina
16100,chevrolet,equinox,2019,43199,white,north carolina
14800,chevrolet,equinox,2019,43589,charcoal,north carolina
16700,chevrolet,equinox,2019,32870,charcoal,north carolina
15300,chevrolet,equinox,2019,38826,charcoal,north carolina
16500,chevrolet,equinox,2019,33739,charcoal,north carolina
19600,chevrolet,passenger,2019,35309,white,north carolina
15200,chevrolet,impala,2019,32248,red,north carolina
15000,chevrolet,impala,2019,36165,silver,north carolina
15500,chevrolet,impala,2019,29922,charcoal,north carolina
15700,chevrolet,impala,2019,26848,silver,north carolina
14800,chevrolet,impala,2019,41163,charcoal,north carolina
9200,chevrolet,cruze,2017,32856,red,north carolina
8200,chevrolet,impala,2017,100315,black,north carolina
11400,chevrolet,door,2013,91638,silver,new jersey
6500,chevrolet,door,2015,83173,white,north carolina
11500,chevrolet,door,2014,94356,gray,north carolina
23800,chevrolet,door,2015,85792,black,florida
8900,chevrolet,door,2014,129068,white,florida
28300,chevrolet,ld,2019,27665,red,indiana
27300,chevrolet,ld,2019,25427,black,indiana
3500,chevrolet,door,2013,78198,gray,new jersey
28300,chevrolet,colorado,2020,13886,silver,indiana
18300,chevrolet,impala,2019,34538,silver,indiana
22500,dodge,charger,2018,20575,silver,wisconsin
22500,dodge,charger,2018,26026,gray,wisconsin
8300,dodge,door,2012,99015,gray,wisconsin
16500,dodge,caravan,2019,27327,gray,nebraska
14500,dodge,journey,2019,30229,silver,nebraska
30000,dodge,charger,2019,43294,white,ontario
30000,dodge,charger,2019,54309,orange,ontario
30000,dodge,charger,2019,52822,white,ontario
30000,dodge,charger,2019,45554,white,ontario
30000,dodge,charger,2019,37538,white,ontario
29500,dodge,charger,2019,35153,red,ontario
21600,dodge,challenger,2019,23783,white,washington
22600,dodge,charger,2019,30759,black,washington
16300,dodge,caravan,2019,38922,gray,washington
8600,dodge,door,2012,165836,blue,washington
28800,dodge,durango,2019,19235,no_color,texas
22100,dodge,challenger,2019,9445,gray,texas
14300,dodge,journey,2018,19164,gray,north carolina
13700,dodge,caravan,2018,54106,white,north carolina
29500,dodge,challenger,2017,32051,no_color,arizona
18500,dodge,journey,2017,14870,gray,texas
19000,dodge,door,2016,32294,blue,colorado
43400,dodge,challenger,2015,7250,white,arizona
46000,dodge,challenger,2015,10145,no_color,arizona
12500,dodge,journey,2018,59924,silver,texas
13900,dodge,charger,2017,21304,black,florida
13000,dodge,caravan,2018,52079,white,california
13000,dodge,caravan,2018,54960,white,california
3000,dodge,door,2013,80099,white,texas
17500,dodge,caravan,2019,23987,black,florida
7900,dodge,door,2017,84144,gray,california
8900,dodge,door,2014,85639,blue,florida
11500,dodge,caravan,2018,50193,no_color,pennsylvania
6500,dodge,journey,2017,74392,black,pennsylvania
8000,dodge,door,2017,76117,black,pennsylvania
18700,dodge,challenger,2018,36358,gray,new jersey
8350,dodge,journey,2017,90685,white,florida
27900,dodge,charger,2017,54141,orange,florida
14500,dodge,door,2016,82240,white,pennsylvania
6200,dodge,door,2016,66167,silver,pennsylvania
7500,dodge,door,2012,144220,gray,pennsylvania
20200,dodge,caravan,2019,24722,black,illinois
29300,dodge,durango,2019,41198,silver,illinois
31000,dodge,durango,2019,26353,black,illinois
32400,dodge,durango,2019,28280,white,illinois
5800,dodge,door,2012,130120,white,minnesota
21500,dodge,charger,2019,15340,black,texas
23100,dodge,charger,2018,12265,silver,michigan
4500,dodge,van,2014,94872,gray,texas
24800,dodge,charger,2018,17946,silver,michigan
23000,dodge,charger,2018,26996,gray,michigan
26900,dodge,journey,2019,5775,gray,wisconsin
21500,dodge,challenger,2018,6748,gray,wisconsin
15700,dodge,journey,2018,38128,white,wisconsin
15200,dodge,caravan,2018,41636,silver,wisconsin
23300,dodge,charger,2018,5359,blue,wisconsin
6100,dodge,door,2015,70296,white,minnesota
20000,dodge,journey,2017,11346,green,wisconsin
53000,dodge,challenger,2017,7415,no_color,illinois
3000,dodge,door,2013,107593,orange,minnesota
18200,dodge,door,2016,50639,black,new jersey
21800,dodge,challenger,2019,6530,gray,arizona
52000,dodge,charger,2016,17432,blue,illinois
19000,dodge,charger,2019,19636,black,arizona
25000,dodge,challenger,2016,41748,no_color,illinois
36000,dodge,challenger,2016,13162,red,illinois
17000,dodge,caravan,2019,32937,white,georgia
25300,dodge,door,2015,23095,red,wisconsin
14900,dodge,journey,2017,34432,gray,wisconsin
15000,dodge,caravan,2017,48162,no_color,wisconsin
12995,dodge,doors,2014,68310,gray,massachusetts
17750,dodge,doors,2014,48000,black,massachusetts
10295,dodge,doors,2014,105962,black,pennsylvania
16995,dodge,doors,2014,96575,gray,connecticut
25000,dodge,doors,2014,13239,toreador red,new york
23995,dodge,doors,2014,24934,bright white clearcoat,rhode island
14900,dodge,doors,2014,46859,billet silver metallic clearcoat,new jersey
15810,dodge,doors,2014,44468,black clearcoat,new york
20227,dodge,doors,2014,62230,jazz blue pearlcoat,new york
20999,dodge,doors,2014,37082,silver,new york
22499,dodge,doors,2014,23964,bright white clearcoat,new jersey
23495,dodge,doors,2014,11204,black clearcoat,new york
25250,dodge,doors,2014,7608,billet silver metallic clearcoat,new york
15322,dodge,doors,2014,49982,billet silver metallic clearcoat,new jersey
21232,dodge,charger,2019,4950,gray,texas
5800,dodge,journey,2013,111628,white,wisconsin
29000,dodge,door,2012,15927,black,illinois
17000,dodge,caravan,2018,36299,gray,new jersey
13800,dodge,journey,2018,28469,red,florida
30000,dodge,durango,2019,29086,gray,missouri
14800,dodge,caravan,2017,35991,gray,florida
8500,dodge,journey,2017,62224,black,missouri
9800,dodge,door,2013,86500,white,missouri
4200,dodge,door,2014,144725,gray,nevada
2500,dodge,van,2013,163260,red,tennessee
28700,dodge,charger,2018,19636,blue,california
18500,dodge,challenger,2018,34272,gray,california
17300,dodge,challenger,2018,42909,no_color,california
7100,dodge,door,2016,55749,gray,louisiana
3250,dodge,door,2015,89142,white,minnesota
30700,dodge,durango,2017,20328,no_color,california
3000,dodge,door,2012,149332,gray,missouri
26500,dodge,durango,2019,28551,gray,california
20800,dodge,charger,2019,35098,gray,california
20800,dodge,charger,2019,35365,gray,california
5100,dodge,door,2015,88398,white,california
18900,dodge,challenger,2019,27957,black,california
24000,dodge,durango,2019,30161,silver,california
38800,dodge,challenger,2015,26292,white,california
24500,dodge,durango,2019,25780,white,california
24500,dodge,durango,2019,25032,black,california
6500,dodge,door,2016,72248,blue,new jersey
24000,dodge,durango,2019,30630,gray,california
18000,dodge,door,2014,86125,no_color,california
24000,dodge,durango,2019,30408,white,california
23500,dodge,durango,2019,35443,silver,california
4500,dodge,van,2014,95377,white,california
25900,dodge,durango,2019,32724,silver,california
13900,dodge,caravan,2019,45089,gray,california
14200,dodge,journey,2019,35948,silver,california
15400,dodge,caravan,2019,41601,blue,california
17500,dodge,challenger,2019,26370,gray,texas
17500,dodge,caravan,2019,18271,white,texas
18000,dodge,caravan,2019,9476,white,texas
25200,dodge,door,2012,80899,gray,new jersey
14100,dodge,caravan,2018,57394,black,texas
13300,dodge,caravan,2018,42190,white,california
16200,dodge,caravan,2019,22591,black,oklahoma
13300,dodge,caravan,2018,48681,gray,california
13100,dodge,caravan,2018,42621,silver,california
15500,dodge,caravan,2017,27761,silver,california
4500,dodge,door,2013,107768,white,california
28400,dodge,durango,2019,14355,gray,colorado
17400,dodge,caravan,2019,9467,gray,colorado
6000,dodge,door,2014,122837,silver,florida
20700,dodge,challenger,2019,18313,gray,virginia
20300,dodge,challenger,2019,19506,black,virginia
14000,dodge,journey,2018,14750,black,oklahoma
22000,dodge,challenger,2019,11280,green,virginia
17200,dodge,journey,2019,13944,blue,virginia
15000,dodge,door,2016,26922,blue,oklahoma
17500,dodge,journey,2019,12690,gray,virginia
1300,dodge,door,2013,239822,gray,michigan
1750,dodge,door,2014,74975,red,nevada
16300,dodge,caravan,2019,28289,red,florida
15700,dodge,caravan,2019,38041,red,florida
10000,dodge,journey,2017,52386,silver,florida
23100,dodge,charger,2019,34391,white,florida
14900,dodge,caravan,2019,39515,red,florida
16700,dodge,journey,2019,22074,orange,virginia
16300,dodge,caravan,2019,28782,white,florida
25800,dodge,durango,2019,30092,red,north carolina
23800,dodge,challenger,2019,26443,black,north carolina
16800,dodge,journey,2019,28981,red,north carolina
15500,dodge,journey,2019,32865,white,north carolina
6000,dodge,door,2014,117258,blue,florida
26900,dodge,durango,2019,16397,white,arizona
16900,dodge,caravan,2019,16176,white,arizona
19500,dodge,caravan,2019,1091,gray,arizona
15400,dodge,caravan,2019,17472,black,arizona
2300,dodge,door,2012,123882,white,texas
17000,dodge,charger,2019,10341,red,california
34000,dodge,durango,2019,19695,black,new jersey
13700,dodge,journey,2017,51041,black,pennsylvania
19100,dodge,challenger,2018,22646,white,west virginia
11800,dodge,journey,2018,18138,white,west virginia
27500,dodge,durango,2019,23987,gray,nevada
26900,dodge,durango,2019,17160,black,nevada
27100,dodge,durango,2019,26929,white,nevada
27200,dodge,durango,2019,25815,white,nevada
9000,dodge,caravan,2017,81992,silver,florida
22500,dodge,challenger,2019,5000,gray,south carolina
7700,dodge,door,2015,62683,white,west virginia
4500,dodge,van,2013,107224,white,florida
2200,dodge,door,2013,184905,gray,illinois
21500,dodge,charger,2019,35153,black,pennsylvania
18800,dodge,challenger,2019,26474,orange,pennsylvania
21800,dodge,charger,2019,30943,red,pennsylvania
20300,dodge,challenger,2019,17154,black,pennsylvania
8200,dodge,van,2016,79637,white,south carolina
19000,dodge,caravan,2019,12123,red,pennsylvania
8400,dodge,door,2016,107822,blue,south carolina
19500,dodge,caravan,2019,10221,blue,pennsylvania
7000,dodge,door,2015,95278,blue,south carolina
19500,dodge,challenger,2019,13457,gray,pennsylvania
8500,dodge,van,2014,69936,blue,missouri
20500,dodge,challenger,2019,13520,gray,pennsylvania
4900,dodge,door,2014,96922,silver,south carolina
20800,dodge,door,2014,72594,black,missouri
28500,dodge,durango,2019,17896,silver,pennsylvania
21900,dodge,caravan,2019,11088,silver,pennsylvania
15800,dodge,caravan,2019,29567,black,nevada
33000,dodge,durango,2019,15655,white,colorado
22700,dodge,challenger,2019,26428,black,nevada
21900,dodge,charger,2019,29003,white,pennsylvania
19300,dodge,charger,2019,32229,red,pennsylvania
30700,dodge,durango,2019,26503,black,nevada
19300,dodge,challenger,2019,15446,black,pennsylvania
13750,dodge,caravan,2014,128556,white,california
16400,dodge,caravan,2019,23369,silver,nevada
19500,dodge,caravan,2019,8767,black,pennsylvania
15100,dodge,caravan,2019,48319,white,nevada
28500,dodge,durango,2019,15275,black,pennsylvania
15300,dodge,caravan,2019,33826,white,nevada
20300,dodge,challenger,2019,16679,white,pennsylvania
22000,dodge,charger,2019,26184,gray,pennsylvania
16700,dodge,journey,2019,21203,gray,nevada
19300,dodge,challenger,2019,17870,black,pennsylvania
34100,dodge,durango,2019,17909,gray,michigan
14600,dodge,caravan,2019,41126,silver,nevada
18200,dodge,caravan,2019,14098,red,pennsylvania
33800,dodge,durango,2019,15003,black,michigan
15900,dodge,journey,2019,29105,black,nevada
16500,dodge,caravan,2019,34794,black,pennsylvania
29600,dodge,durango,2019,20034,silver,michigan
14100,dodge,caravan,2019,46942,black,nevada
18200,dodge,caravan,2019,14753,white,pennsylvania
18200,dodge,caravan,2019,14359,black,pennsylvania
24300,dodge,charger,2019,34922,black,michigan
15400,dodge,journey,2019,20944,white,nevada
19000,dodge,journey,2019,9877,white,pennsylvania
19000,dodge,journey,2019,8949,black,pennsylvania
27800,dodge,challenger,2017,13627,gray,georgia
18200,dodge,journey,2019,18291,blue,pennsylvania
15000,dodge,journey,2018,38029,white,pennsylvania
19200,dodge,caravan,2017,32593,gray,michigan
15500,dodge,caravan,2018,37352,red,pennsylvania
24900,dodge,challenger,2017,23030,green,michigan
15500,dodge,journey,2018,30671,red,pennsylvania
7600,dodge,door,2012,79544,white,texas
18400,dodge,journey,2017,15027,black,michigan
14700,dodge,caravan,2018,29115,white,florida
3900,dodge,door,2015,93604,white,florida
5200,dodge,door,2015,100203,black,florida
17200,dodge,caravan,2019,35401,silver,minnesota
18700,dodge,caravan,2019,20279,red,minnesota
32000,dodge,durango,2019,26090,red,minnesota
14500,dodge,door,2015,107924,white,michigan
19400,dodge,caravan,2019,14906,black,minnesota
17300,dodge,caravan,2019,34407,black,minnesota
16700,dodge,journey,2019,18049,orange,minnesota
19100,dodge,caravan,2019,18132,white,minnesota
11100,dodge,door,2013,109176,black,illinois
32000,dodge,durango,2019,25456,black,minnesota
16900,dodge,caravan,2019,38375,silver,minnesota
18000,dodge,charger,2017,39792,blue,massachusetts
17800,dodge,caravan,2019,30403,white,minnesota
18000,dodge,caravan,2019,28252,white,minnesota
17500,dodge,caravan,2019,31904,white,minnesota
14500,dodge,caravan,2018,24336,silver,nevada
18500,dodge,caravan,2019,23961,silver,minnesota
18600,dodge,caravan,2019,22919,silver,minnesota
32000,dodge,durango,2019,22863,red,minnesota
17000,dodge,caravan,2019,38817,black,minnesota
16000,dodge,caravan,2019,48854,white,minnesota
18000,dodge,caravan,2019,27288,white,minnesota
15900,dodge,charger,2020,5284,orange,pennsylvania
6200,dodge,door,2016,99988,silver,alabama
3700,dodge,door,2013,84109,black,alabama
24000,dodge,door,2012,88539,white,mississippi
20800,dodge,van,2013,33739,gold,nevada
18500,dodge,door,2012,101017,white,mississippi
18300,dodge,challenger,2019,13906,black,pennsylvania
21000,dodge,charger,2019,20601,gray,pennsylvania
1300,dodge,van,2013,135561,white,tennessee
11900,dodge,charger,2019,23421,gray,pennsylvania
950,dodge,van,2012,145174,white,maryland
26800,dodge,durango,2019,21309,gray,pennsylvania
800,dodge,van,2012,217576,orange,north carolina
21000,dodge,caravan,2019,10350,white,pennsylvania
1900,dodge,door,2012,157636,orange,georgia
33500,dodge,durango,2019,8605,white,pennsylvania
900,dodge,door,2013,139404,blue,connecticut
21000,dodge,caravan,2019,10170,gray,pennsylvania
26800,dodge,durango,2019,22272,silver,pennsylvania
5700,dodge,van,2016,101906,blue,texas
18500,dodge,challenger,2019,27019,green,pennsylvania
33000,dodge,durango,2019,10930,white,pennsylvania
11000,dodge,caravan,2019,73552,silver,texas
15800,dodge,caravan,2019,37107,blue,pennsylvania
3600,dodge,door,2013,124247,white,michigan
16300,dodge,caravan,2019,36993,white,pennsylvania
2700,dodge,door,2015,67133,white,texas
12800,dodge,caravan,2019,33580,no_color,pennsylvania
9700,dodge,door,2015,94140,black,texas
18300,dodge,journey,2019,10447,silver,pennsylvania
16000,dodge,charger,2019,10229,silver,illinois
21000,dodge,caravan,2019,6269,gray,pennsylvania
3700,dodge,door,2014,98699,white,texas
33000,dodge,durango,2019,10631,gray,illinois
14700,dodge,caravan,2019,44381,silver,pennsylvania
33000,dodge,durango,2019,13960,silver,illinois
15900,dodge,caravan,2019,14051,white,pennsylvania
33000,dodge,durango,2019,20800,gray,illinois
33000,dodge,durango,2019,8873,gray,illinois
32500,dodge,durango,2019,15502,black,illinois
33000,dodge,durango,2019,9669,silver,illinois
13000,dodge,caravan,2018,50873,black,virginia
33000,dodge,durango,2019,14117,white,illinois
16500,dodge,charger,2019,46820,red,illinois
33000,dodge,durango,2019,7247,gray,illinois
34500,dodge,challenger,2017,40991,red,north carolina
33500,dodge,durango,2019,9023,white,illinois
48000,dodge,durango,2018,8047,white,pennsylvania
54500,dodge,durango,2019,3966,red,illinois
13200,dodge,caravan,2018,41014,silver,pennsylvania
31500,dodge,durango,2018,20907,white,illinois
17400,dodge,durango,2017,89795,red,illinois
26000,dodge,durango,2017,57158,white,illinois
1700,dodge,door,2013,126718,orange,texas
11000,dodge,door,2013,83976,white,illinois
21000,dodge,charger,2018,12554,gray,texas
5500,dodge,door,2015,60707,gray,texas
7500,dodge,door,2014,40110,red,texas
15800,dodge,caravan,2019,28038,silver,michigan
16900,dodge,journey,2019,26643,red,michigan
25000,dodge,durango,2019,36127,white,michigan
18000,dodge,door,2019,19983,black,massachusetts
15600,dodge,caravan,2019,29926,black,michigan
23800,dodge,durango,2019,36750,white,north carolina
16800,dodge,journey,2019,27312,black,michigan
22700,dodge,durango,2019,49575,white,north carolina
23300,dodge,challenger,2019,30279,red,north carolina
23500,dodge,challenger,2019,25825,white,north carolina
25500,dodge,durango,2019,32474,silver,north carolina
21800,dodge,challenger,2019,30585,white,north carolina
22800,dodge,durango,2019,36203,gray,north carolina
18200,dodge,caravan,2019,29602,red,michigan
23500,dodge,challenger,2019,28689,red,north carolina
25700,dodge,durango,2019,31447,charcoal,north carolina
15700,dodge,caravan,2019,39148,white,north carolina
17500,dodge,journey,2018,33495,silver,michigan
15700,dodge,caravan,2019,35274,white,north carolina
16500,dodge,caravan,2018,48745,white,indiana
16100,dodge,caravan,2019,31297,red,north carolina
15600,dodge,caravan,2019,38745,charcoal,north carolina
15400,dodge,caravan,2019,37704,gray,north carolina
28200,dodge,durango,2017,27060,white,michigan
15300,dodge,caravan,2019,40002,no_color,north carolina
15900,dodge,caravan,2019,34930,red,north carolina
17700,dodge,door,2016,22863,gray,indiana
15800,dodge,caravan,2019,36876,white,north carolina
15900,dodge,caravan,2019,34264,charcoal,north carolina
25300,dodge,charger,2019,17515,red,new mexico
16300,dodge,caravan,2019,27071,silver,north carolina
29500,dodge,durango,2019,14656,gray,new mexico
14500,dodge,caravan,2019,35652,gray,north carolina
15400,dodge,caravan,2019,30055,no_color,north carolina
15400,dodge,caravan,2019,43088,charcoal,north carolina
15100,dodge,caravan,2019,33641,purple,north carolina
15000,dodge,caravan,2019,34797,black,north carolina
15500,dodge,caravan,2019,43943,gray,north carolina
15000,dodge,caravan,2019,35744,no_color,north carolina
15200,dodge,caravan,2019,31542,no_color,north carolina
15700,dodge,caravan,2019,26899,white,north carolina
16100,dodge,journey,2019,29985,silver,north carolina
16300,dodge,journey,2018,37009,silver,texas
16000,dodge,journey,2019,30731,white,north carolina
16900,dodge,journey,2019,30062,silver,north carolina
17000,dodge,journey,2019,28295,charcoal,north carolina
17300,dodge,journey,2019,25534,silver,north carolina
15900,dodge,journey,2019,29716,gray,north carolina
15700,dodge,journey,2019,34294,silver,north carolina
16900,dodge,journey,2019,27643,white,north carolina
15500,dodge,journey,2019,35516,white,north carolina
15100,dodge,journey,2019,40674,silver,north carolina
15500,dodge,journey,2019,32494,white,north carolina
15400,dodge,journey,2019,35047,red,north carolina
16500,dodge,journey,2019,32898,silver,north carolina
42500,dodge,challenger,2015,13740,black,texas
16600,dodge,journey,2019,23132,charcoal,north carolina
15200,dodge,journey,2019,37174,silver,north carolina
15800,dodge,journey,2019,34023,charcoal,north carolina
16900,dodge,journey,2019,30021,charcoal,north carolina
11100,dodge,caravan,2017,51469,gray,north carolina
15600,dodge,journey,2019,31237,charcoal,north carolina
16900,dodge,journey,2019,30186,silver,north carolina
15300,dodge,journey,2019,41956,silver,north carolina
16600,dodge,journey,2019,30727,black,north carolina
21800,dodge,durango,2017,38956,black,pennsylvania
36500,dodge,charger,2018,22036,white,virginia
26300,dodge,durango,2019,26462,red,georgia
20900,dodge,challenger,2019,23143,red,georgia
20100,dodge,challenger,2019,17340,gray,georgia
26700,dodge,charger,2019,29749,gray,georgia
23900,dodge,charger,2019,35248,white,georgia
14500,dodge,caravan,2018,40417,no_color,florida
23000,dodge,durango,2017,30309,gray,virginia
15000,dodge,journey,2018,42303,red,north carolina
15000,dodge,journey,2018,35326,white,north carolina
28500,ford,door,2017,92100,white,texas
28000,ford,door,2017,99375,white,texas
9000,ford,door,2017,72418,gray,texas
28700,ford,doors,2015,29733,ruby red metallic tinted clearcoat,connecticut
25000,ford,door,2017,119439,white,texas
17347,ford,doors,2015,54396,black,massachusetts
13800,ford,door,2016,91606,white,texas
25888,ford,doors,2015,2807,black,new jersey
8500,ford,fusion,2017,78739,black,tennessee
21289,ford,doors,2015,71955,gray,new york
17999,ford,doors,2015,48472,triple yellow tri-coat,new jersey
